"Year","County","Population"
2016,La Plata,55697.0
2016,Lake,7595.0
2016,Larimer,338663.0
2016,Las Animas,14082.0
2016,Lincoln,5554.0
2016,Logan,22047.0
2016,Mesa,150731.0
2016,Mineral,737.0
2016,Moffat,13088.0
2016,Montezuma,26906.0
2016,Montrose,41421.0
2016,Morgan,28148.0
2016,Otero,18290.0
2016,Ouray,4844.0
2016,Park,17285.0
2016,Phillips,4285.0
2016,Pitkin,17773.0
2016,Prowers,11841.0
2016,Pueblo,165109.0
2016,Rio Blanco,6497.0
2016,Rio Grande,11424.0
2016,Routt,24679.0
2016,Saguache,6404.0
2016,San Juan,698.0
2016,San Miguel,8000.0
2016,Sedgwick,2421.0
2016,Summit,30367.0
2016,Teller,24154.0
2016,Washington,4875.0
2016,Weld,294397.0
2016,Yuma,10082.0
2017,Adams,509473.337156029
2017,Alamosa,16308.0131864636
2017,Arapahoe,646724.941049927
2017,Archuleta,13152.2655436009
2017,Baca,3544.60188546426
2017,Bent,5660.76811170156
2017,Boulder,325606.872419941
2017,Broomfield,68552.1758233959
2017,Chaffee,19391.2123457374
2017,Cheyenne,1853.85588984289
2017,Clear Creek,9455.70458024601
2017,Conejos,8056.22689193073
2017,Costilla,3737.68068930767
2017,Crowley,5257.41840729274
2017,Custer,4664.97356178449
2017,Delta,30562.1958645677
2017,Denver,703462.16070098
2017,Dolores,2050.20766127604
2017,Douglas,334525.319936477
2017,Eagle,54841.8910996237
2017,El Paso,701403.712067477
2017,Elbert,26450.8286295597
2017,Fremont,47570.0624168058
2017,Garfield,60271.5270430257
2017,Gilpin,5962.30671666961
2017,Grand,15370.7080275697
2017,Gunnison,16609.3561534509
2017,Hinsdale,795.159111243559
2017,Huerfano,6634.30444565034
2017,Jackson,1346.40028088418
2017,Jefferson,578626.98619088
2017,Kiowa,1348.24175588539
2017,Kit Carson,7678.00820075162
2017,La Plata,57004.0980447239
2017,Lake,7624.86579910563
2017,Larimer,345034.980860027
2017,Las Animas,14083.1216269246
2017,Lincoln,5615.53161144873
2017,Logan,22310.3172429599
2017,Mesa,152002.962959561
2017,Mineral,744.105150871944
2017,Moffat,13122.1581445814
2017,Montezuma,27445.1798814535
2017,Montrose,42189.3062378763
2017,Morgan,28435.356041826
2017,Otero,18334.5233851843
2017,Ouray,4912.85660613429
2017,Park,17608.3620720407
2017,Phillips,4277.64127099015
2017,Pitkin,18005.8118392542
2017,Prowers,11881.2663777954
2017,Pueblo,167022.450447663
2017,Rio Blanco,6511.82636718614
2017,Rio Grande,11435.5922857417
2017,Routt,25135.970783283
2017,Saguache,6457.89919587771
2017,San Juan,703.725104480826
2017,San Miguel,8266.4456871235
2017,Sedgwick,2411.66295173673
2017,Summit,30959.3403041334
2017,Teller,24649.9030148945
2017,Washington,4904.65211184796
2017,Weld,304803.027929179
2017,Yuma,10142.388550177
2018,Adams,520398.444018149
2018,Alamosa,16504.5271592768
2018,Arapahoe,656214.225632911
2018,Archuleta,13422.3055929976
2018,Baca,3530.75223076424
2018,Bent,5713.24420624889
2018,Boulder,329210.707018192
2018,Broomfield,70886.3435015135
2018,Chaffee,19683.6019376392
2018,Cheyenne,1852.13737710138
2018,Clear Creek,9517.54452330457
2018,Conejos,8063.19596406876
2018,Costilla,3751.64708402816
2018,Crowley,5305.70458495323
2018,Custer,4711.47509919312
2018,Delta,30696.0527807464
2018,Denver,713529.066433193
2018,Dolores,2058.71104301108
2018,Douglas,340395.7384688
2018,Eagle,55753.7846209457
2018,El Paso,712641.382094673
2018,Elbert,27739.8121692236
2018,Fremont,47649.1310060836
2018,Garfield,61560.401529057
2018,Gilpin,5994.71829784161
2018,Grand,15696.5848938448
2018,Gunnison,16816.4032574229
2018,Hinsdale,811.305965445738
2018,Huerfano,6626.36528196558
2018,Jackson,1341.8366397901
2018,Jefferson,585558.341363941
2018,Kiowa,1349.9788266281
2018,Kit Carson,7679.28306488208
2018,La Plata,58363.6378710569
2018,Lake,7652.68038203178
2018,Larimer,351126.165308171
2018,Las Animas,14075.7685410556
2018,Lincoln,5677.00032699362
2018,Logan,22570.7621658135
2018,Mesa,153648.533806468
2018,Mineral,750.787358909408
2018,Moffat,13149.5586344491
2018,Montezuma,27985.4299551916
2018,Montrose,42846.1773189856
2018,Morgan,28718.2786489487
2018,Otero,18357.8867746224
2018,Ouray,4982.2500367699
2018,Park,17927.2926115643
2018,Phillips,4280.18169428214
2018,Pitkin,18232.0145830197
2018,Prowers,11914.7472451972
2018,Pueblo,168888.599369395
2018,Rio Blanco,6525.48204078965
2018,Rio Grande,11443.0943357247
2018,Routt,25586.6837130139
2018,Saguache,6508.77611263347
2018,San Juan,709.058843628554
2018,San Miguel,8530.0953040615
2018,Sedgwick,2402.19537324029
2018,Summit,31556.4210738948
2018,Teller,25141.8145821683
2018,Washington,4920.09532295014
2018,Weld,315281.499408381
2018,Yuma,10200.6351994231
2019,Adams,531445.013629945
2019,Alamosa,16705.6029368299
2019,Arapahoe,666263.728409522
2019,Archuleta,13689.3542910208
2019,Baca,3514.79692568561
2019,Bent,5765.66079362914
2019,Boulder,332817.565920431
2019,Broomfield,73245.6125294607
2019,Chaffee,19975.5301800894
2019,Cheyenne,1850.70629559053
2019,Clear Creek,9576.98798722693
2019,Conejos,8070.12724432651
2019,Costilla,3775.25060440239
2019,Crowley,5361.5570273696
2019,Custer,4733.06216597816
2019,Delta,30871.6104237868
2019,Denver,723654.312778804
2019,Dolores,2057.27884302577
2019,Douglas,346102.118262109
2019,Eagle,56662.4950460432
2019,El Paso,723994.192579485
2019,Elbert,29040.3021855397
2019,Fremont,47726.9077102557
2019,Garfield,62842.0173468919
2019,Gilpin,6023.19106650823
2019,Grand,16016.2648958159
2019,Gunnison,17012.8755010539
2019,Hinsdale,824.917903747487
2019,Huerfano,6619.7116507707
2019,Jackson,1337.58537527958
2019,Jefferson,592500.1156241
2019,Kiowa,1351.50001399887
2019,Kit Carson,7690.03797227627
2019,La Plata,59644.7974101945
2019,Lake,7713.96212425107
2019,Larimer,357169.408025643
2019,Las Animas,14064.5764829534
2019,Lincoln,5746.59042967672
2019,Logan,22827.4763085831
2019,Mesa,155287.983407666
2019,Mineral,756.955501785498
2019,Moffat,13172.0151982055
2019,Montezuma,28532.9203680189
2019,Montrose,43497.7141623001
2019,Morgan,29001.5461394016
2019,Otero,18370.6661322087
2019,Ouray,5042.53369028397
2019,Park,18241.6717696984
2019,Phillips,4283.3446677665
2019,Pitkin,18399.6048069792
2019,Prowers,11939.3924393636
2019,Pueblo,170723.24481531
2019,Rio Blanco,6538.66816758904
2019,Rio Grande,11446.0955144586
2019,Routt,26028.4914096518
2019,Saguache,6557.21046553547
2019,San Juan,714.385354911411
2019,San Miguel,8791.35526366164
2019,Sedgwick,2391.96571037205
2019,Summit,32157.1147658874
2019,Teller,25632.1995793162
2019,Washington,4935.16966519317
2019,Weld,325826.109155993
2019,Yuma,10256.8467804549
2020,Adams,542608.544799753
2020,Alamosa,16910.2532205631
2020,Arapahoe,676370.574255673
2020,Archuleta,13952.9832273405
2020,Baca,3496.67179354975
2020,Bent,5817.70250627982
2020,Boulder,336445.735024934
2020,Broomfield,75626.9698123637
2020,Chaffee,20266.9741428159
2020,Cheyenne,1849.71252088553
2020,Clear Creek,9634.31227553407
2020,Conejos,8088.80820145086
2020,Costilla,3778.09125096729
2020,Crowley,5420.28600459367
2020,Custer,4755.48984749971
2020,Delta,31037.9704874109
2020,Denver,733764.849035459
2020,Dolores,2065.12869517411
2020,Douglas,351801.239146303
2020,Eagle,57571.1283923391
2020,El Paso,735477.505816466
2020,Elbert,30247.8424277231
2020,Fremont,47801.0860090994
2020,Garfield,64119.1873999129
2020,Gilpin,6048.84457550822
2020,Grand,16330.0401271109
2020,Gunnison,17202.3041079704
2020,Hinsdale,847.679608783924
2020,Huerfano,6614.07423323531
2020,Jackson,1333.21367069737
2020,Jefferson,599448.451868074
2020,Kiowa,1352.83520287849
2020,Kit Carson,7705.08426400698
2020,La Plata,60917.1395420641
2020,Lake,7777.4959129811
2020,Larimer,363216.394044674
2020,Las Animas,14048.6181644297
2020,Lincoln,5830.8243800951
2020,Logan,23080.2690927179
2020,Mesa,156921.600366334
2020,Mineral,762.733558060383
2020,Moffat,13191.4936157832
2020,Montezuma,29087.9852005829
2020,Montrose,44144.0967507096
2020,Morgan,29285.8931836685
2020,Otero,18373.7085392305
2020,Ouray,5093.59336293168
2020,Park,18551.0294058014
2020,Phillips,4287.43013427545
2020,Pitkin,18562.4105389417
2020,Prowers,11955.4108756714
2020,Pueblo,172528.778679759
2020,Rio Blanco,6551.41540974024
2020,Rio Grande,11444.4367751214
2020,Routt,26461.3650167871
2020,Saguache,6602.85251169588
2020,San Juan,719.692598059033
2020,San Miguel,9050.09372222313
2020,Sedgwick,2380.95171661225
2020,Summit,32760.3269024647
2020,Teller,26121.4523413135
2020,Washington,4949.29457534664
2020,Weld,336436.747333282
2020,Yuma,10310.5553262794
2021,Adams,553884.112580846
2021,Alamosa,17121.3781859179
2021,Arapahoe,686523.206500644
2021,Archuleta,14212.694103084
2021,Baca,3476.16378532228
2021,Bent,5859.30681498425
2021,Boulder,340098.206069199
2021,Broomfield,78028.9958613034
2021,Chaffee,20556.6040279359
2021,Cheyenne,1848.94763591004
2021,Clear Creek,9689.59833920086
2021,Conejos,8108.92360346461
2021,Costilla,3780.51902171599
2021,Crowley,5481.37787193047
2021,Custer,4778.68206923233
2021,Delta,31246.1609419941
2021,Denver,743929.282493474
2021,Dolores,2074.54543250074
2021,Douglas,357770.238091457
2021,Eagle,58472.9795158001
2021,El Paso,747062.051942735
2021,Elbert,31363.0175308602
2021,Fremont,47870.0155252401
2021,Garfield,65391.3915736523
2021,Gilpin,6071.81810009634
2021,Grand,16637.3618500688
2021,Gunnison,17385.0381598387
2021,Hinsdale,862.237444419277
2021,Huerfano,6609.1550054381
2021,Jackson,1329.17570534576
2021,Jefferson,605352.881108043
2021,Kiowa,1353.75278646558
2021,Kit Carson,7734.91170090857
2021,La Plata,62179.5329908821
2021,Lake,7843.50382423379
2021,Larimer,369275.091277855
2021,Las Animas,14053.2580960489
2021,Lincoln,5911.07318755952
2021,Logan,23329.3899865082
2021,Mesa,158552.784536914
2021,Mineral,773.435144623231
2021,Moffat,13209.6879676921
2021,Montezuma,29651.467453167
2021,Montrose,44787.5835749407
2021,Morgan,29570.8978490405
2021,Otero,18367.6433008963
2021,Ouray,5135.84690411601
2021,Park,18855.2796964547
2021,Phillips,4293.15386274276
2021,Pitkin,18719.3533202103
2021,Prowers,11963.9866006255
2021,Pueblo,174312.539890203
2021,Rio Blanco,6564.17564675569
2021,Rio Grande,11438.8780571779
2021,Routt,26898.4526256483
2021,Saguache,6645.83723127542
2021,San Juan,725.097444632204
2021,San Miguel,9311.96132588836
2021,Sedgwick,2372.31105876556
2021,Summit,33363.2574007387
2021,Teller,26507.3952934013
2021,Washington,4967.6373780697
2021,Weld,347619.429539415
2021,Yuma,10360.9073190321
2022,Adams,565265.413336274
2022,Alamosa,17322.9093988126
2022,Arapahoe,696710.967548285
2022,Archuleta,14468.171499424
2022,Baca,3453.23402180208
2022,Bent,5910.80361411248
2022,Boulder,343778.772732261
2022,Broomfield,80451.1402360559
2022,Chaffee,20844.0426130695
2022,Cheyenne,1848.28814143005
2022,Clear Creek,9742.54295950745
2022,Conejos,8130.77564195281
2022,Costilla,3782.41216583387
2022,Crowley,5544.41872363761
2022,Custer,4802.83044604996
2022,Delta,31445.8713992347
2022,Denver,755183.007531039
2022,Dolores,2085.25965643699
2022,Douglas,364004.664880084
2022,Eagle,59362.9341727812
2022,El Paso,758706.512920509
2022,Elbert,32588.1988851554
2022,Fremont,47936.4199386244
2022,Garfield,66657.0578362724
2022,Gilpin,6092.31109768158
2022,Grand,16938.2872153629
2022,Gunnison,17602.3857438094
2022,Hinsdale,882.188803092124
2022,Huerfano,6604.73008852272
2022,Jackson,1325.52440881721
2022,Jefferson,611211.113414944
2022,Kiowa,1348.90791537655
2022,Kit Carson,7769.04629925728
2022,La Plata,63495.5700920928
2022,Lake,7911.7616975128
2022,Larimer,375766.933402603
2022,Las Animas,14053.2422901891
2022,Lincoln,6003.44350758761
2022,Logan,23574.0971822649
2022,Mesa,160183.524324016
2022,Mineral,783.968117798
2022,Moffat,13226.5791291151
2022,Montezuma,30224.183673878
2022,Montrose,45428.445258261
2022,Morgan,29857.5913976573
2022,Otero,18339.7174905976
2022,Ouray,5142.39884667282
2022,Park,19154.3247050158
2022,Phillips,4300.64031400036
2022,Pitkin,18871.3319264087
2022,Prowers,11966.1173994785
2022,Pueblo,176081.809329032
2022,Rio Blanco,6576.67755825259
2022,Rio Grande,11430.3942844872
2022,Routt,27364.8641061921
2022,Saguache,6655.16993151473
2022,San Juan,730.457799053101
2022,San Miguel,9576.84573806829
2022,Sedgwick,2366.23448927017
2022,Summit,33963.6169486598
2022,Teller,26891.1623368045
2022,Washington,4985.05051033885
2022,Weld,359390.155174528
2022,Yuma,10407.7263242032
2023,Adams,576745.187334847
2023,Alamosa,17515.0738039425
2023,Arapahoe,706936.475011877
2023,Archuleta,14719.4549145567
2023,Baca,3428.99232057383
2023,Bent,5958.04886893068
2023,Boulder,347997.903776737
2023,Broomfield,82889.2913190679
2023,Chaffee,21128.7883641917
2023,Cheyenne,1847.88052901082
2023,Clear Creek,9792.82871907592
2023,Conejos,8154.5469584803
2023,Costilla,3784.03026758236
2023,Crowley,5609.76497635083
2023,Custer,4827.50905989899
2023,Delta,31637.7362050069
2023,Denver,767572.241635124
2023,Dolores,2097.28393558609
2023,Douglas,370320.61736423
2023,Eagle,60348.324672903
2023,El Paso,770420.9200748
2023,Elbert,33820.2885626572
2023,Fremont,47997.5231988018
2023,Garfield,67917.6728087868
2023,Gilpin,6111.15086046534
2023,Grand,17233.8939765134
2023,Gunnison,17824.6335122633
2023,Hinsdale,902.868756389596
2023,Huerfano,6600.6408029838
2023,Jackson,1322.51149425951
2023,Jefferson,617024.573948688
2023,Kiowa,1343.41873527096
2023,Kit Carson,7807.07928916716
2023,La Plata,64815.5837423844
2023,Lake,7982.83306889687
2023,Larimer,382288.920974222
2023,Las Animas,14048.8545538458
2023,Lincoln,6081.01951777348
2023,Logan,23814.8666839274
2023,Mesa,162069.096384285
2023,Mineral,794.254277341469
2023,Moffat,13242.7048462824
2023,Montezuma,30805.8609532516
2023,Montrose,46067.9976032638
2023,Morgan,30145.9645456721
2023,Otero,18290.655950291
2023,Ouray,5154.11869005594
2023,Park,19447.9101526098
2023,Phillips,4307.90867326469
2023,Pitkin,19018.8406349765
2023,Prowers,11962.1335892771
2023,Pueblo,177837.924624014
2023,Rio Blanco,6589.26929524501
2023,Rio Grande,11418.8028546773
2023,Routt,27875.8767566667
2023,Saguache,6661.46984404807
2023,San Juan,730.793826358706
2023,San Miguel,9845.20034654824
2023,Sedgwick,2367.73199869906
2023,Summit,34558.4759961799
2023,Teller,27272.4645773551
2023,Washington,5001.29553181899
2023,Weld,371246.463362992
2023,Yuma,10450.0199573929
2024,Adams,588313.966244447
2024,Alamosa,17706.880816372
2024,Arapahoe,717203.241287282
2024,Archuleta,14965.5743191635
2024,Baca,3404.44028213201
2024,Bent,6009.52920718034
2024,Boulder,352239.227009132
2024,Broomfield,85339.1889392772
2024,Chaffee,21410.9230529303
2024,Cheyenne,1847.92723589805
2024,Clear Creek,9840.57632854507
2024,Conejos,8180.61282864606
2024,Costilla,3785.41200138145
2024,Crowley,5677.49909835296
2024,Custer,4853.28340797826
2024,Delta,31822.458152325
2024,Denver,781112.882522459
2024,Dolores,2110.72031666792
2024,Douglas,376618.420919951
2024,Eagle,61434.0075152793
2024,El Paso,782287.49981166
2024,Elbert,35160.9006179312
2024,Fremont,48053.1976685219
2024,Garfield,69172.669790089
2024,Gilpin,6128.71056920538
2024,Grand,17524.1399341369
2024,Gunnison,18041.4284407098
2024,Hinsdale,924.206023096113
2024,Huerfano,6596.55244689297
2024,Jackson,1320.06299573566
2024,Jefferson,621758.481967155
2024,Kiowa,1337.25886185194
2024,Kit Carson,7848.83630743521
2024,La Plata,66051.6554777304
2024,Lake,8056.58671730049
2024,Larimer,388798.461683345
2024,Las Animas,14040.6795435394
2024,Lincoln,6153.69712188769
2024,Logan,24051.7684820004
2024,Mesa,164113.037629221
2024,Mineral,804.263540125232
2024,Moffat,13258.6707913432
2024,Montezuma,31396.5794136698
2024,Montrose,46706.1751136013
2024,Morgan,30436.3207387924
2024,Otero,18220.7018432687
2024,Ouray,5164.36283660597
2024,Park,19736.405073098
2024,Phillips,4315.17928289956
2024,Pitkin,19160.328271379
2024,Prowers,11953.2332139926
2024,Pueblo,179583.33229323
2024,Rio Blanco,6601.42549781036
2024,Rio Grande,11405.0779590096
2024,Routt,28484.9023311768
2024,Saguache,6665.36077108116
2024,San Juan,731.170176555936
2024,San Miguel,10116.7946969187
2024,Sedgwick,2364.58398419028
2024,Summit,35249.3110269899
2024,Teller,27648.5071086518
2024,Washington,5016.67392802234
2024,Weld,383551.044458029
2024,Yuma,10493.89930475
2025,Adams,599960.69691736
2025,Alamosa,17899.4920101878
2025,Arapahoe,727519.719283726
2025,Archuleta,15207.2687206026
2025,Baca,3379.81646675959
2025,Bent,6061.54200184282
2025,Boulder,356509.55444644
2025,Broomfield,87798.5158248845
2025,Chaffee,21690.543213892
2025,Cheyenne,1848.4004835322
2025,Clear Creek,9886.40994543729
2025,Conejos,8209.66438490199
2025,Costilla,3786.65650644285
2025,Crowley,5747.84270587279
2025,Custer,4879.73043150604
2025,Delta,32000.6634491577
2025,Denver,795853.470376551
2025,Dolores,2125.58447206101
2025,Douglas,382923.37273682
2025,Eagle,62627.7705255144
2025,El Paso,794305.775503111
2025,Elbert,36505.6126940298
2025,Fremont,48104.5567135249
2025,Garfield,70421.071480095
2025,Gilpin,6145.36177475566
2025,Grand,17809.3236463167
2025,Gunnison,18254.5892189309
2025,Hinsdale,946.310756460116
2025,Huerfano,6592.7078972732
2025,Jackson,1317.90473423926
2025,Jefferson,626406.596262429
2025,Kiowa,1330.80208018808
2025,Kit Carson,7894.35116754122
2025,La Plata,67281.9982745022
2025,Lake,8133.19595450255
2025,Larimer,395294.090719774
2025,Las Animas,14029.5347233268
2025,Lincoln,6231.71077012249
2025,Logan,24286.1664643751
2025,Mesa,166472.891252584
2025,Mineral,813.952137810404
2025,Moffat,13276.0865292278
2025,Montezuma,31994.5580631873
2025,Montrose,47649.0867944235
2025,Morgan,30732.7034534809
2025,Otero,18131.411015673
2025,Ouray,5168.5347488325
2025,Park,20020.6482196499
2025,Phillips,4322.64530483144
2025,Pitkin,19297.257179578
2025,Prowers,11940.9646246935
2025,Pueblo,181329.213550637
2025,Rio Blanco,6628.3752933573
2025,Rio Grande,11411.2141468746
2025,Routt,29190.1570448803
2025,Saguache,6667.93202036918
2025,San Juan,737.754822026401
2025,San Miguel,10391.1633287285
2025,Sedgwick,2363.0137490135
2025,Summit,35983.336061691
2025,Teller,27970.2080631286
2025,Washington,5031.3898450286
2025,Weld,395971.626562605
2025,Yuma,10534.9290415664
2026,Adams,611671.720582534
2026,Alamosa,18096.4151865913
2026,Arapahoe,737882.287297236
2026,Archuleta,15468.5239559085
2026,Baca,3355.18384646652
2026,Bent,6101.89101976976
2026,Boulder,360809.337348054
2026,Broomfield,90264.9874263633
2026,Chaffee,21968.3646411028
2026,Cheyenne,1849.30662399555
2026,Clear Creek,9956.23782023109
2026,Conejos,8242.12962582089
2026,Costilla,3787.90614506991
2026,Crowley,5822.93825558805
2026,Custer,4911.73726084261
2026,Delta,32172.9497566555
2026,Denver,810700.39439524
2026,Dolores,2140.07395317415
2026,Douglas,389236.417783979
2026,Eagle,63934.634616127
2026,El Paso,806437.031295222
2026,Elbert,38159.1955934192
2026,Fremont,48231.67417631
2026,Garfield,71714.3920858781
2026,Gilpin,6151.72481378054
2026,Grand,18088.8766861639
2026,Gunnison,18463.4422390187
2026,Hinsdale,969.166382675586
2026,Huerfano,6589.04514449511
2026,Jackson,1316.23236058679
2026,Jefferson,630960.79264
2026,Kiowa,1324.03553067273
2026,Kit Carson,7943.94349615624
2026,La Plata,68505.3478748532
2026,Lake,8212.65753698891
2026,Larimer,401777.350342537
2026,Las Animas,14015.8555984481
2026,Lincoln,6319.96998920316
2026,Logan,24519.5946536509
2026,Mesa,169052.414865825
2026,Mineral,823.385620788491
2026,Moffat,13296.2795795197
2026,Montezuma,32601.7644361915
2026,Montrose,48796.9004825052
2026,Morgan,31061.9149201307
2026,Otero,18035.062690301
2026,Ouray,5179.66143706323
2026,Park,20351.9811562879
2026,Phillips,4330.20121941163
2026,Pitkin,19482.4597722233
2026,Prowers,11926.2054490478
2026,Pueblo,183180.32980341
2026,Rio Blanco,6655.72798037077
2026,Rio Grande,11416.6739960104
2026,Routt,29932.3520620979
2026,Saguache,6669.75774544995
2026,San Juan,740.392149312382
2026,San Miguel,10663.7385977618
2026,Sedgwick,2360.56836534939
2026,Summit,36758.6319662874
2026,Teller,28235.1367244923
2026,Washington,5045.39211182927
2026,Weld,408513.001757808
2026,Yuma,10574.1920993004
2027,Adams,623433.692449785
2027,Alamosa,18294.6012760734
2027,Arapahoe,748246.308177095
2027,Archuleta,15772.4224453403
2027,Baca,3331.11317474822
2027,Bent,6138.38143256206
2027,Boulder,365120.679484232
2027,Broomfield,92746.2729889586
2027,Chaffee,22294.3635915721
2027,Cheyenne,1850.26018286118
2027,Clear Creek,10036.96982422
2027,Conejos,8274.81458110688
2027,Costilla,3789.3758092132002
2027,Crowley,5898.26624014741
2027,Custer,4947.69840063618
2027,Delta,32339.7013545852
2027,Denver,825404.621042386
2027,Dolores,2152.10774915376
2027,Douglas,395444.412850652
2027,Eagle,65345.9626608642
2027,El Paso,818605.486301449
2027,Elbert,39606.0983829532
2027,Fremont,48435.5117364525
2027,Garfield,73064.1729503192
2027,Gilpin,6157.59327492134
2027,Grand,18364.55582367
2027,Gunnison,18670.4188995042
2027,Hinsdale,992.72686095038
2027,Huerfano,6584.00611688234
2027,Jackson,1315.26755670479
2027,Jefferson,635399.927556109
2027,Kiowa,1317.46448168065
2027,Kit Carson,7999.08882066968
2027,La Plata,69727.2833298934
2027,Lake,8292.69174388116
2027,Larimer,408161.889761012
2027,Las Animas,13999.6195964257
2027,Lincoln,6412.34221517895
2027,Logan,24751.503358852
2027,Mesa,171836.059260741
2027,Mineral,832.895655790004
2027,Moffat,13317.4910341089
2027,Montezuma,33210.7824993869
2027,Montrose,49941.443988536
2027,Morgan,31418.6174813968
2027,Otero,17932.0660027592
2027,Ouray,5186.67184224839
2027,Park,20731.3163011274
2027,Phillips,4332.62920803537
2027,Pitkin,19666.4958319475
2027,Prowers,11911.614717728
2027,Pueblo,185178.62579337
2027,Rio Blanco,6682.84456220442
2027,Rio Grande,11422.3185227717
2027,Routt,30675.2999803882
2027,Saguache,6670.9826626975
2027,San Juan,740.993281602855
2027,San Miguel,10934.3524248492
2027,Sedgwick,2352.28315776773
2027,Summit,37526.93625169
2027,Teller,28493.5788757021
2027,Washington,5059.80383387618
2027,Weld,421169.957401258
2027,Yuma,10605.6252528767
2028,Adams,635230.597045237
2028,Alamosa,18493.660562071
2028,Arapahoe,758609.73731388
2028,Archuleta,16118.9940456094
2028,Baca,3307.51912614331
2028,Bent,6161.70126181104
2028,Boulder,368924.895158244
2028,Broomfield,95239.9289038973
2028,Chaffee,22546.3623166474
2028,Cheyenne,1851.25467493543
2028,Clear Creek,10129.04034522
2028,Conejos,8307.58750678074
2028,Costilla,3791.15136810795
2028,Crowley,5974.11454612874
2028,Custer,4987.72459991686
2028,Delta,32602.6451192171
2028,Denver,838834.851791489
2028,Dolores,2162.07923957574
2028,Douglas,401420.479319026
2028,Eagle,66853.9402978074
2028,El Paso,830828.046612327
2028,Elbert,41046.9202812728
2028,Fremont,48689.1305563947
2028,Garfield,74469.9351854337
2028,Gilpin,6163.65259831107
2028,Grand,18688.4210237902
2028,Gunnison,18875.8055534183
2028,Hinsdale,1016.6807694782
2028,Huerfano,6577.43351034147
2028,Jackson,1315.00221726676
2028,Jefferson,639716.073367093
2028,Kiowa,1310.92857430171
2028,Kit Carson,8054.4311166602
2028,La Plata,70911.645574765
2028,Lake,8372.63829413933
2028,Larimer,414232.440655008
2028,Las Animas,13980.8349217104
2028,Lincoln,6493.33876213317
2028,Logan,24981.5175071486
2028,Mesa,174823.832129861
2028,Mineral,837.368255921084
2028,Moffat,13339.823003097
2028,Montezuma,33820.9439588254
2028,Montrose,51082.3544283773
2028,Morgan,31803.4344907125
2028,Otero,17809.2158324092
2028,Ouray,5190.12036800711
2028,Park,21102.3072401254
2028,Phillips,4341.93535316809
2028,Pitkin,19850.3202576698
2028,Prowers,11896.9127382574
2028,Pueblo,187175.697611589
2028,Rio Blanco,6709.63865603765
2028,Rio Grande,11428.4720717332
2028,Routt,31423.569919232
2028,Saguache,6671.65230333062
2028,San Juan,744.593629765677
2028,San Miguel,11204.3376344259
2028,Sedgwick,2346.74718622317
2028,Summit,38238.212415989
2028,Teller,28744.8797978448
2028,Washington,5074.71559884609
2028,Weld,433936.507009407
2028,Yuma,10646.0600830478
2029,Adams,647045.989112933
2029,Alamosa,18693.2178719098
2029,Arapahoe,768961.981306035
2029,Archuleta,16508.7196274332
2029,Baca,3284.44349547533
2029,Bent,6183.9304217702
2029,Boulder,373024.145801772
2029,Broomfield,95690.6635710547
2029,Chaffee,22795.1322283616
2029,Cheyenne,1852.26720022964
2029,Clear Creek,10222.8816648134
2029,Conejos,8340.3941081267
2029,Costilla,3793.14685326588
2029,Crowley,6050.78301469593
2029,Custer,5031.68503346545
2029,Delta,32961.9133371136
2029,Denver,850948.080726409
2029,Dolores,2176.28490740047
2029,Douglas,407340.480117545
2029,Eagle,68356.6758001315
2029,El Paso,843015.171336116
2029,Elbert,42377.1743057229
2029,Fremont,48994.2064770317
2029,Garfield,75933.0512384587
2029,Gilpin,6170.32593911641
2029,Grand,19062.5445522533
2029,Gunnison,19079.8939933541
2029,Hinsdale,1041.40307002109
2029,Huerfano,6569.25635574352
2029,Jackson,1315.37007259673
2029,Jefferson,643907.432038556
2029,Kiowa,1304.33740148475
2029,Kit Carson,8110.75396220181
2029,La Plata,72093.0954674963
2029,Lake,8453.15530535934
2029,Larimer,420280.159153735
2029,Las Animas,13960.0566241301
2029,Lincoln,6586.63733866334
2029,Logan,25210.2029804735
2029,Mesa,178014.460073978
2029,Mineral,841.78812838047
2029,Moffat,13363.3895639379
2029,Montezuma,34431.66228102
2029,Montrose,52218.7171985271
2029,Morgan,32216.0426793766
2029,Otero,17686.9906201907
2029,Ouray,5202.60108671669
2029,Park,21469.9571882168
2029,Phillips,4332.95571015496
2029,Pitkin,20034.3890396089
2029,Prowers,11881.4232574775
2029,Pueblo,189173.191977604
2029,Rio Blanco,6735.73677426542
2029,Rio Grande,11434.6421210092
2029,Routt,32168.163281278
2029,Saguache,6671.75555179784
2029,San Juan,745.12708272398
2029,San Miguel,11473.4887945986
2029,Sedgwick,2346.41496355172
2029,Summit,38892.369392393
2029,Teller,28988.6751481116
2029,Washington,5089.69953704398
2029,Weld,446805.836582185
2029,Yuma,10680.600533893
2030,Adams,658864.797150722
2030,Alamosa,18894.0961810292
2030,Arapahoe,779282.501195627
2030,Archuleta,16941.765971772
2030,Baca,3262.17401962276
2030,Bent,6206.15709861328
2030,Boulder,377107.174246251
2030,Broomfield,96097.0939855335
2030,Chaffee,23040.3249479674
2030,Cheyenne,1848.31130838326
2030,Clear Creek,10318.6367206099
2030,Conejos,8373.74551279626
2030,Costilla,3795.31669470022
2030,Crowley,6127.87549818486
2030,Custer,5079.37708862893
2030,Delta,33417.064712902
2030,Denver,861705.637939456
2030,Dolores,2191.43012529439
2030,Douglas,413161.93500936
