"Year","County","Population"
2030,Eagle,69747.7764701807
2030,El Paso,855169.924983483
2030,Elbert,43694.8496189284
2030,Fremont,49353.600436791
2030,Garfield,77404.1401073416
2030,Gilpin,6178.0934050794
2030,Grand,19486.9039552189
2030,Gunnison,19281.9026572
2030,Hinsdale,1066.85928413215
2030,Huerfano,6559.6729783063
2030,Jackson,1316.35924754619
2030,Jefferson,647959.362197391
2030,Kiowa,1297.52051373058
2030,Kit Carson,8168.78791755705
2030,La Plata,73266.4116546053
2030,Lake,8535.99672390265
2030,Larimer,426293.040639464
2030,Las Animas,13937.151211341
2030,Lincoln,6672.79366742015
2030,Logan,25437.663177473
2030,Mesa,181208.648447477
2030,Mineral,846.091202184349
2030,Moffat,13388.9274236077
2030,Montezuma,35042.9325612899
2030,Montrose,53354.5375594007
2030,Morgan,32630.6743913509
2030,Otero,17565.8205529583
2030,Ouray,5210.47312378213
2030,Park,21833.8543595904
2030,Phillips,4336.15085267621
2030,Pitkin,20217.7325068127
2030,Prowers,11865.1369770915
2030,Pueblo,191162.70616922
2030,Rio Blanco,6763.20081972346
2030,Rio Grande,11440.4753221469
2030,Routt,32916.054067799
2030,Saguache,6671.51013230562
2030,San Juan,745.907039987818
2030,San Miguel,11742.2758911913
2030,Sedgwick,2339.57794150174
2030,Summit,39539.6674661921
2030,Teller,29228.4940662093
2030,Washington,5104.4132612515
2030,Weld,459771.793022383
2030,Yuma,10720.5827486355
2031,Adams,670671.669065081
2031,Alamosa,19097.424155089
2031,Arapahoe,789551.266772247
2031,Archuleta,17417.9182345621
2031,Baca,3240.72255405725
2031,Bent,6228.20017819169
2031,Boulder,381170.33658173
2031,Broomfield,96453.7178486009
2031,Chaffee,23378.3390426777
2031,Cheyenne,1839.0579326054
2031,Clear Creek,10415.7865022072
2031,Conejos,8407.69612973396
2031,Costilla,3797.69916712383
2031,Crowley,6205.66639002948
2031,Custer,5126.00644222275
2031,Delta,33903.6218789062
2031,Denver,871108.375830611
2031,Dolores,2207.77322031582
2031,Douglas,418842.167634797
2031,Eagle,71131.3093271894
2031,El Paso,867280.264713092
2031,Elbert,44997.6404828028
2031,Fremont,49712.5915366108
2031,Garfield,78878.2847061322
2031,Gilpin,6206.78596818019
2031,Grand,19910.4318641521
2031,Gunnison,19482.8277049446
2031,Hinsdale,1092.87222070664
2031,Huerfano,6548.6975117606
2031,Jackson,1318.14259474906
2031,Jefferson,651853.637204444
2031,Kiowa,1290.5645113105
2031,Kit Carson,8228.72470224802
2031,La Plata,74434.6029387434
2031,Lake,8620.57650366934
2031,Larimer,432268.393965743
2031,Las Animas,13912.0688223587
2031,Lincoln,6762.31021613662
2031,Logan,25663.5142462709
2031,Mesa,184402.280419729
2031,Mineral,850.228953690356
2031,Moffat,13414.5871294895
2031,Montezuma,35654.1608445833
2031,Montrose,54485.9357890129
2031,Morgan,33048.5343598591
2031,Otero,17444.1361734306
2031,Ouray,5215.89301332701
2031,Park,22175.3988271513
2031,Phillips,4339.75268062263
2031,Pitkin,20402.0250492628
2031,Prowers,11847.4666281328
2031,Pueblo,193138.375922793
2031,Rio Blanco,6791.82571171369
2031,Rio Grande,11446.1639839982
2031,Routt,33670.1610736268
2031,Saguache,6670.69728506478
2031,San Juan,747.040967315475
2031,San Miguel,12016.0921056253
2031,Sedgwick,2331.74019998392
2031,Summit,40181.1996915151
2031,Teller,29464.9050439954
2031,Washington,5118.46664678297
2031,Weld,472825.447023672
2031,Yuma,10754.1907069767
2032,Adams,682452.289764207
2032,Alamosa,19300.4701967099
2032,Arapahoe,799747.634201993
2032,Archuleta,17917.2768318986
2032,Baca,3219.9794994907
2032,Bent,6249.72857421328
2032,Boulder,385203.057835763
2032,Broomfield,96756.8976172201
2032,Chaffee,23585.6933178114
2032,Cheyenne,1829.61183294176
2032,Clear Creek,10514.6149063452
2032,Conejos,8442.30673290363
2032,Costilla,3800.23992358293
2032,Crowley,6286.54824402482
2032,Custer,5171.53800895282
2032,Delta,34378.4914911259
2032,Denver,879699.601347826
2032,Dolores,2225.43870193132
2032,Douglas,424352.571486181
2032,Eagle,72511.3402480592
2032,El Paso,879318.206551899
2032,Elbert,46285.1115386831
2032,Fremont,50069.9123036847
2032,Garfield,80352.3230506733
2032,Gilpin,6246.89215286724
2032,Grand,20332.5607167182
2032,Gunnison,19683.1375932388
2032,Hinsdale,1119.56411814321
2032,Huerfano,6536.57526675631
2032,Jackson,1320.19188597286
2032,Jefferson,655576.129674128
2032,Kiowa,1283.51110566978
2032,Kit Carson,8290.42513237392
2032,La Plata,75576.5860452512
2032,Lake,8706.53253455309
2032,Larimer,438222.017092754
2032,Las Animas,13884.4597487819
2032,Lincoln,6852.89303361647
2032,Logan,25886.8854420249
2032,Mesa,187593.125570546
2032,Mineral,854.171561703784
2032,Moffat,13440.7335132744
2032,Montezuma,36263.5284075117
2032,Montrose,55610.4969034861
2032,Morgan,33470.2744725894
2032,Otero,17322.1942011245
2032,Ouray,5222.54515498339
2032,Park,22494.0550721853
2032,Phillips,4334.54487912882
2032,Pitkin,20585.5325098529
2032,Prowers,11827.7276144676
2032,Pueblo,195085.424843013
2032,Rio Blanco,6822.25965034078
2032,Rio Grande,11451.6114887241
2032,Routt,34414.5408678777
2032,Saguache,6669.14091086743
2032,San Juan,748.212934527724
2032,San Miguel,12294.8806911209
2032,Sedgwick,2332.71913066243
2032,Summit,40817.9120908637
2032,Teller,29697.2323207519
2032,Washington,5121.68959575358
2032,Weld,486215.636066539
2032,Yuma,10791.6066412635
2033,Adams,694192.017598658
2033,Alamosa,19503.796062951
2033,Arapahoe,809849.841124146
2033,Archuleta,18412.2046607145
2033,Baca,3199.80146759415
2033,Bent,6270.84880315973
2033,Boulder,389197.047920713
2033,Broomfield,97006.6153736651
2033,Chaffee,23814.1176731578
2033,Cheyenne,1819.9857745998
2033,Clear Creek,10615.4155884813
2033,Conejos,8477.28909521939
2033,Costilla,3802.95487636997
2033,Crowley,6373.8494708533
2033,Custer,5215.71612482431
2033,Delta,34853.9300323551
2033,Denver,887495.802594323
2033,Dolores,2243.98352049953
2033,Douglas,429659.705919886
2033,Eagle,73885.8653732409
2033,El Paso,891268.986173792
2033,Elbert,47553.5852445172
2033,Fremont,50424.0836228653
2033,Garfield,81824.0681146899
2033,Gilpin,6288.45189449419
2033,Grand,20753.5463891174
2033,Gunnison,19882.728040193
2033,Hinsdale,1146.85346442947
2033,Huerfano,6518.49940443328
2033,Jackson,1317.39697461384
2033,Jefferson,659132.056136531
2033,Kiowa,1276.30665262515
2033,Kit Carson,8354.18132970755
2033,La Plata,76716.8151542346
2033,Lake,8793.26640685847
2033,Larimer,444129.240686786
2033,Las Animas,13854.3281041108
2033,Lincoln,6941.72378620821
2033,Logan,26107.1611601719
2033,Mesa,190776.743302399
2033,Mineral,858.004179830729
2033,Moffat,13466.0786630527
2033,Montezuma,36870.5856471136
2033,Montrose,56728.9069890533
2033,Morgan,33920.7551600093
2033,Otero,17199.8397329486
2033,Ouray,5232.33153468331
2033,Park,22789.0633711808
2033,Phillips,4335.82994372976
2033,Pitkin,20768.2194931617
2033,Prowers,11806.1913960662
2033,Pueblo,197002.510734468
2033,Rio Blanco,6853.74324171452
2033,Rio Grande,11456.7454486932
2033,Routt,35149.4855463061
2033,Saguache,6667.26008258962
2033,San Juan,749.516258600701
2033,San Miguel,12578.5532397446
2033,Sedgwick,2326.56914960559
2033,Summit,41451.0776914515
2033,Teller,29924.2890046386
2033,Washington,5113.78431679026
2033,Weld,499938.720348973
2033,Yuma,10830.4635437767
2034,Adams,705878.992842794
2034,Alamosa,19710.5562736305
2034,Arapahoe,819851.452641932
2034,Archuleta,18910.2525218704
2034,Baca,3180.25352650372
2034,Bent,6291.41412920568
2034,Boulder,393142.432829414
2034,Broomfield,97202.4095435708
2034,Chaffee,24038.3604672989
2034,Cheyenne,1810.09483214084
2034,Clear Creek,10717.5945056739
2034,Conejos,8512.2387131262
2034,Costilla,3805.93882397952
2034,Crowley,6462.34258255949
2034,Custer,5259.03976433941
2034,Delta,35307.3773950016
2034,Denver,894514.974521855
2034,Dolores,2263.43790630212
2034,Douglas,434842.615538811
2034,Eagle,75247.4964158562
2034,El Paso,903132.501870265
2034,Elbert,48801.8467937675
2034,Fremont,50776.4464701032
2034,Garfield,83289.1832557356
2034,Gilpin,6331.19217387122
2034,Grand,21172.109465688
2034,Gunnison,20080.5713898564
2034,Hinsdale,1174.88911003968
2034,Huerfano,6494.51710936615
2034,Jackson,1314.84268565205
2034,Jefferson,662533.854369122
2034,Kiowa,1269.1075842819
2034,Kit Carson,8420.23905508496
2034,La Plata,77853.8101745613
2034,Lake,8881.59297412462
2034,Larimer,449997.450099886
2034,Las Animas,13821.7292825985
2034,Lincoln,7024.53455583795
2034,Logan,26324.7339376573
2034,Mesa,193949.321694981
2034,Mineral,861.833467799824
2034,Moffat,13491.0333654855
2034,Montezuma,37477.0394981387
2034,Montrose,57841.5443523566
2034,Morgan,34374.6579369297
2034,Otero,17077.73585997
2034,Ouray,5241.59892658371
2034,Park,23059.7739260955
2034,Phillips,4333.62796768263
2034,Pitkin,20949.3441972734
2034,Prowers,11783.5311712403
2034,Pueblo,198887.447281831
2034,Rio Blanco,6886.53177293176
2034,Rio Grande,11461.7404214926
2034,Routt,35872.8614994305
2034,Saguache,6665.18855615348
2034,San Juan,750.989750887488
2034,San Miguel,12866.9286632944
2034,Sedgwick,2318.26453252412
2034,Summit,42084.4274794192
2034,Teller,30147.9831482004
2034,Washington,5094.72011600918
2034,Weld,513736.44147619
2034,Yuma,10871.3078327721
2035,Adams,717502.391554977
2035,Alamosa,19919.4165634256
2035,Arapahoe,829739.648889951
2035,Archuleta,19406.3409904382
2035,Baca,3161.42428787882
2035,Bent,6311.63370605344
2035,Boulder,397033.609861378
2035,Broomfield,97342.0318761025
2035,Chaffee,24263.634520595
2035,Cheyenne,1800.04818661923
2035,Clear Creek,10820.7381399212
2035,Conejos,8547.31324818612
2035,Costilla,3809.26491972368
2035,Crowley,6547.98420776301
2035,Custer,5301.66979608006
2035,Delta,35763.485686294
2035,Denver,900766.156215557
2035,Dolores,2283.56342199381
2035,Douglas,439877.568959765
2035,Eagle,76589.1981710633
2035,El Paso,914815.800354823
2035,Elbert,50028.4211926849
2035,Fremont,51126.682845023
2035,Garfield,84739.8692484467
2035,Gilpin,6374.92314253812
2035,Grand,21587.3901670345
2035,Gunnison,20277.040873902
2035,Hinsdale,1203.26032870101
2035,Huerfano,6464.70599214711
2035,Jackson,1312.34864251258
2035,Jefferson,665756.594237065
2035,Kiowa,1261.96024072511
2035,Kit Carson,8487.85604529349
2035,La Plata,78984.2056760708
2035,Lake,8970.62410081848
2035,Larimer,455822.933433828
2035,Las Animas,13786.8186864198
2035,Lincoln,7129.01763301065
2035,Logan,26539.7043959583
2035,Mesa,197111.421348299
2035,Mineral,867.837871691643
2035,Moffat,13514.21574355
2035,Montezuma,38082.2654564511
2035,Montrose,58946.4972219572
2035,Morgan,34857.1509559829
2035,Otero,16956.6872668125
2035,Ouray,5253.57570093474
2035,Park,23305.7713433221
2035,Phillips,4334.16894227115
2035,Pitkin,21126.5236407968
2035,Prowers,11760.3673806738
2035,Pueblo,200738.697203378
2035,Rio Blanco,6919.7232861503
2035,Rio Grande,11466.964298756
2035,Routt,36582.3631873538
2035,Saguache,6663.01835149213
2035,San Juan,752.562997948341
2035,San Miguel,13158.9770342878
2035,Sedgwick,2315.18285722224
2035,Summit,42716.5356043218
2035,Teller,30363.9658954085
2035,Washington,5074.9407037538
2035,Weld,527600.667061544
2035,Yuma,10913.247001184
2036,Adams,729053.837303004
2036,Alamosa,20130.25528907
2036,Arapahoe,840015.638286923
2036,Archuleta,19893.8053448757
2036,Baca,3143.29362647457
2036,Bent,6331.49796179759
2036,Boulder,400862.763720691
2036,Broomfield,97426.6889853902
2036,Chaffee,24469.5231689489
2036,Cheyenne,1789.88249084361
2036,Clear Creek,10924.5885679211
2036,Conejos,8582.04956587653
2036,Costilla,3813.06490879139
2036,Crowley,6629.61654752963
2036,Custer,5343.62844347631
2036,Delta,36211.2083502613
2036,Denver,906268.828278053
2036,Dolores,2304.13958798604
2036,Douglas,444748.731379502
2036,Eagle,77910.597107394
2036,El Paso,926382.871943242
2036,Elbert,51231.928289091
2036,Fremont,51472.5293340536
2036,Garfield,86175.8730697914
2036,Gilpin,6399.23756748639
2036,Grand,21998.8439568851
2036,Gunnison,20472.0947817968
2036,Hinsdale,1231.87054230214
2036,Huerfano,6429.08785882288
2036,Jackson,1309.86958030759
2036,Jefferson,668797.44894198
2036,Kiowa,1254.96391185954
2036,Kit Carson,8556.54090329656
2036,La Plata,80085.1818642511
2036,Lake,9059.69676806928
2036,Larimer,461601.298990441
2036,Las Animas,13749.7788743927
2036,Lincoln,7224.68079717337
2036,Logan,26751.9264528023
2036,Mesa,200256.317260755
2036,Mineral,872.94209261951
2036,Moffat,13536.0255840289
2036,Montezuma,38686.3822506903
2036,Montrose,60042.4544360313
2036,Morgan,35341.3082684871
2036,Otero,16836.8722540692
2036,Ouray,5255.90683270693
2036,Park,23526.631131028
2036,Phillips,4329.29325204422
2036,Pitkin,21279.3601762021
2036,Prowers,11736.6570137983
2036,Pueblo,202552.590135781
2036,Rio Blanco,6953.07809936264
2036,Rio Grande,11472.4529428779
2036,Routt,37276.8567904653
2036,Saguache,6660.76904244848
2036,San Juan,754.215562967997
2036,San Miguel,13449.2988574639
2036,Sedgwick,2308.8376067409
2036,Summit,43344.4490349895
2036,Teller,30572.9403104317
2036,Washington,5054.4827061582
2036,Weld,541526.88798223
2036,Yuma,10951.1054016675
2037,Adams,740535.023450099
2037,Alamosa,20340.9253194127
2037,Arapahoe,850199.119833423
2037,Archuleta,20389.4041845809
2037,Baca,3125.98848427406
2037,Bent,6351.13304343448
2037,Boulder,404630.196736723
2037,Broomfield,97461.3072390472
2037,Chaffee,24671.990088615
2037,Cheyenne,1779.67345003179
2037,Clear Creek,11029.1447436715
2037,Conejos,8616.68607435615
2037,Costilla,3817.44402718617
2037,Crowley,6711.35541748013
2037,Custer,5385.06211814974
2037,Delta,36656.8594631196
2037,Denver,911422.304634951
2037,Dolores,2325.02773922345
2037,Douglas,449436.158134013
2037,Eagle,79212.6750832618
2037,El Paso,937826.480216943
2037,Elbert,52414.1430236591
2037,Fremont,51817.41471834
2037,Garfield,87601.6736084408
2037,Gilpin,6424.21852726768
2037,Grand,22406.4580762172
2037,Gunnison,20665.9275724959
2037,Hinsdale,1260.70895116788
2037,Huerfano,6393.10518962291
2037,Jackson,1307.39455027465
2037,Jefferson,671686.144214271
2037,Kiowa,1248.15081553709
2037,Kit Carson,8625.9308477749
2037,La Plata,81174.1748479757
2037,Lake,9148.18722986767
2037,Larimer,467347.468021091
2037,Las Animas,13711.3349563733
2037,Lincoln,7316.56546162688
2037,Logan,26961.597338262
2037,Mesa,203380.162061178
2037,Mineral,877.190477167327
2037,Moffat,13556.6707989947
2037,Montezuma,39289.6429386894
2037,Montrose,61129.4211744174
2037,Morgan,35852.9498146391
2037,Otero,16719.1508382119
2037,Ouray,5266.02988903914
2037,Park,23705.0173207951
2037,Phillips,4332.70704645031
2037,Pitkin,21419.6013009412
2037,Prowers,11713.0424042969
2037,Pueblo,204330.085285809
2037,Rio Blanco,6986.30443496524
2037,Rio Grande,11478.4702852518
2037,Routt,37956.0348828205
2037,Saguache,6658.57464619922
2037,San Juan,755.966510306983
2037,San Miguel,13737.6893982311
2037,Sedgwick,2306.53052229882
2037,Summit,43974.013545671
2037,Teller,30774.7087746994
2037,Washington,5033.54275504999
2037,Weld,555058.03643457
2037,Yuma,10998.7902273463
2038,Adams,751943.104684126
2038,Alamosa,20549.7143007437
2038,Arapahoe,860291.645270805
2038,Archuleta,20878.8247686709
2038,Baca,3109.39922635545
2038,Bent,6370.50506927217
2038,Boulder,408333.103156994
2038,Broomfield,97450.9211733649
2038,Chaffee,24871.275418813
2038,Cheyenne,1769.4453020742
2038,Clear Creek,11134.1422351589
2038,Conejos,8650.86059293812
2038,Costilla,3822.49405086759
2038,Crowley,6793.18455038043
2038,Custer,5426.11171473451
2038,Delta,37101.6913820056
2038,Denver,916258.501051076
2038,Dolores,2346.11279584277
2038,Douglas,453725.376022627
2038,Eagle,80493.8691868439
2038,El Paso,949151.437922245
2038,Elbert,53576.3002373474
2038,Fremont,52161.5329510556
2038,Garfield,89019.092584219
2038,Gilpin,6449.78822958642
2038,Grand,22810.0475188265
2038,Gunnison,20858.3765005129
2038,Hinsdale,1289.71053822552
2038,Huerfano,6357.03034497647
2038,Jackson,1304.84605897687
2038,Jefferson,674427.921901611
2038,Kiowa,1241.67731123971
2038,Kit Carson,8695.77543003618
2038,La Plata,82239.9319353935
2038,Lake,9227.68865424365
2038,Larimer,473056.149957293
2038,Las Animas,13672.027458018
2038,Lincoln,7408.82355353312
2038,Logan,27168.4772906016
2038,Mesa,206479.322818034
2038,Mineral,885.692744970625
2038,Moffat,13576.6494161214
2038,Montezuma,39892.1127666598
2038,Montrose,62206.6608521831
2038,Morgan,36366.7411589712
2038,Otero,16603.1194200112
2038,Ouray,5273.7245293926
2038,Park,23841.0840509955
2038,Phillips,4333.2748242127
2038,Pitkin,21561.9207721885
2038,Prowers,11689.8181017642
2038,Pueblo,206072.130280121
2038,Rio Blanco,7019.16364064165
2038,Rio Grande,11484.9792796704
2038,Routt,38619.7587747659
2038,Saguache,6656.52728279101
2038,San Juan,757.822932330299
2038,San Miguel,14023.980147934
2038,Sedgwick,2305.22885669607
2038,Summit,44603.3992908196
2038,Teller,30970.4009406965
2038,Washington,5012.33687708682
2038,Weld,568641.863487011
2038,Yuma,11032.2933054181
2039,Adams,763278.142460874
2039,Alamosa,20757.1861085723
2039,Arapahoe,868745.461843128
2039,Archuleta,21371.808153011
2039,Baca,3093.5253563645
2039,Bent,6389.52268054103
2039,Boulder,411969.167731763
2039,Broomfield,97401.5119827602
2039,Chaffee,25067.4943576693
2039,Cheyenne,1759.19242970245
2039,Clear Creek,11239.5876745763
2039,Conejos,8684.3005243537
2039,Costilla,3828.20117354893
2039,Crowley,6875.09307020139
2039,Custer,5466.69242320271
2039,Delta,37536.5104988499
2039,Denver,920808.110255895
2039,Dolores,2367.30018587826
2039,Douglas,457708.213693599
2039,Eagle,81756.4749806482
2039,El Paso,960355.324809177
2039,Elbert,54718.1579531699
2039,Fremont,52505.0806403142
2039,Garfield,90430.0272169158
2039,Gilpin,6465.60063115468
2039,Grand,23209.8404014135
2039,Gunnison,21049.3229477485
2039,Hinsdale,1318.82731014884
2039,Huerfano,6320.93198232815
2039,Jackson,1302.29182556873
2039,Jefferson,677034.497570001
2039,Kiowa,1235.55018241474
2039,Kit Carson,8765.55801668278
2039,La Plata,83304.8485397932
2039,Lake,9297.39537478644
2039,Larimer,478736.614318432
2039,Las Animas,13632.17080827
2039,Lincoln,7508.61826189336
2039,Logan,27373.0188055029
2039,Mesa,209552.33627433
2039,Mineral,892.375244904811
2039,Moffat,13596.3637595391
2039,Montezuma,40493.8840126947
2039,Montrose,63273.7507469359
2039,Morgan,36881.7873722749
2039,Otero,16488.8784583153
2039,Ouray,5282.1911009878
2039,Park,23934.9634635559
2039,Phillips,4324.11320811024
2039,Pitkin,21711.0552127697
2039,Prowers,11667.0228998248
2039,Pueblo,207779.419039612
2039,Rio Blanco,7051.33575314547
2039,Rio Grande,11492.1171785679
2039,Routt,39267.5464001377
2039,Saguache,6654.62798190255
2039,San Juan,759.771311042924
2039,San Miguel,14308.0116839099
2039,Sedgwick,2296.35769245261
2039,Summit,45232.0571346394
2039,Teller,31161.2232112345
2039,Washington,4991.15811993677
2039,Weld,582176.321215792
2039,Yuma,11076.6903183521
2040,Adams,774542.475444557
2040,Alamosa,20963.2754506931
2040,Arapahoe,877067.661186736
2040,Archuleta,21859.0062094408
2040,Baca,3078.29497431178
2040,Bent,6408.35368686183
2040,Boulder,415539.696666613
2040,Broomfield,97318.2169824278
2040,Chaffee,25260.8483845977
2040,Cheyenne,1748.84709950207
2040,Clear Creek,11345.6650566347
2040,Conejos,8716.88084179067
2040,Costilla,3834.66658986395
2040,Crowley,6957.22581870575
2040,Custer,5506.84079844779
2040,Delta,37973.8113897687
2040,Denver,925097.797346329
2040,Dolores,2388.5149164916
2040,Douglas,461381.295267207
2040,Eagle,83001.4025303735
2040,El Paso,971443.913811679
2040,Elbert,55840.3958661165
2040,Fremont,52848.0517352446
2040,Garfield,91835.6749903194
2040,Gilpin,6481.65004948785
2040,Grand,23606.0605094319
2040,Gunnison,21238.1950776146
2040,Hinsdale,1348.11138921633
2040,Huerfano,6285.08232435869
2040,Jackson,1299.72769688362
2040,Jefferson,679518.078648395
2040,Kiowa,1229.8293754823
2040,Kit Carson,8835.48426210017
2040,La Plata,84342.4297425584
2040,Lake,9360.83152571344
2040,Larimer,484597.427287787
2040,Las Animas,13592.1951214431
2040,Lincoln,7598.49776706279
2040,Logan,27575.7313550758
2040,Mesa,212597.965100014
2040,Mineral,897.236016004456
2040,Moffat,13616.5408830405
2040,Montezuma,41095.4184677342
2040,Montrose,64331.1615471855
2040,Morgan,37398.7658932822
2040,Otero,16376.320711594
2040,Ouray,5302.60637689735
2040,Park,23986.9633203094
2040,Phillips,4323.88926186393
2040,Pitkin,21853.6600252785
2040,Prowers,11644.8693879446
2040,Pueblo,209454.200624015
2040,Rio Blanco,7082.99891437806
2040,Rio Grande,11500.0534374201
2040,Routt,39899.7584810134
2040,Saguache,6653.0104718793
2040,San Juan,761.819226835924
2040,San Miguel,14589.8279510361
2040,Sedgwick,2297.69650947059
2040,Summit,45858.7521063287
2040,Teller,31348.8780981063
2040,Washington,4970.34587221634
2040,Weld,595660.872193825
2040,Yuma,11108.8830055075
2041,Adams,785739.922081706
2041,Alamosa,21167.8254443475
2041,Arapahoe,883711.64427819
2041,Archuleta,22342.7561176828
2041,Baca,3063.5778903651
2041,Bent,6427.08931069513
2041,Boulder,419043.246134903
2041,Broomfield,97206.1829300629
2041,Chaffee,25451.8068309533
2041,Cheyenne,1738.37281854513
2041,Clear Creek,11452.495920126
2041,Conejos,8748.49876772155
2041,Costilla,3841.87960667907
2041,Crowley,7034.47864377378
2041,Custer,5546.74256170066
2041,Delta,38406.4500168979
2041,Denver,929107.705748339
2041,Dolores,2409.66950682716
2041,Douglas,464746.367309125
2041,Eagle,84226.4175486439
2041,El Paso,982319.106651893
2041,Elbert,56944.2303703171
2041,Fremont,53191.6190243911
2041,Garfield,93235.9681203925
2041,Gilpin,6497.70302222148
2041,Grand,23999.076409796
2041,Gunnison,21424.847357365
2041,Hinsdale,1377.54966175757
2041,Huerfano,6249.5993408544
2041,Jackson,1297.18457422741
2041,Jefferson,681890.88964728
2041,Kiowa,1224.60424028763
2041,Kit Carson,8905.81736713077
2041,La Plata,85368.1641393908
2041,Lake,9421.65331817606
2041,Larimer,490645.51382621
2041,Las Animas,13552.5696333981
2041,Lincoln,7688.41101934149
2041,Logan,27776.6622181501
2041,Mesa,215615.546891338
2041,Mineral,902.318092648074
2041,Moffat,13637.3712369429
2041,Montezuma,41697.041891405
2041,Montrose,65379.0047427705
2041,Morgan,37917.819635324
2041,Otero,16265.5355100122
2041,Ouray,5324.03583832774
2041,Park,23997.3745364955
2041,Phillips,4324.63405205035
2041,Pitkin,21994.3618400894
2041,Prowers,11623.5319215499
2041,Pueblo,211047.630667979
2041,Rio Blanco,7114.1525081429
2041,Rio Grande,11508.6823227414
2041,Routt,40527.4947661741
2041,Saguache,6651.81901256627
2041,San Juan,761.956067554175
2041,San Miguel,14869.5126324734
2041,Sedgwick,2299.5138648974
2041,Summit,46477.4055837075
2041,Teller,31535.3749275681
2041,Washington,4950.12219815682
2041,Weld,609198.446609074
2041,Yuma,11140.6372538664
2042,Adams,797397.755597887
2042,Alamosa,21370.3561751671
2042,Arapahoe,886549.454993685
2042,Archuleta,22822.8752904015
2042,Baca,3049.33243301666
2042,Bent,6445.85974391653
2042,Boulder,422470.875069846
2042,Broomfield,97069.0288482866
2042,Chaffee,25640.4497323467
2042,Cheyenne,1727.73205367468
2042,Clear Creek,11559.9585346425
2042,Conejos,8778.74129820012
2042,Costilla,3849.6986249426
2042,Crowley,7111.90320000838
2042,Custer,5586.55874814754
2042,Delta,38834.1720227982
2042,Denver,932825.272346696
2042,Dolores,2430.71205759734
2042,Douglas,467801.797376638
2042,Eagle,85430.0355956168
2042,El Paso,993071.050870559
2042,Elbert,58030.2716247475
2042,Fremont,53536.0669449852
2042,Garfield,94628.0834046369
2042,Gilpin,6513.48797688583
2042,Grand,24388.4875522703
2042,Gunnison,21578.3344469503
2042,Hinsdale,1402.2107379541
2042,Huerfano,6214.57880155978
2042,Jackson,1294.60424379866
2042,Jefferson,683948.405270894
2042,Kiowa,1219.88026516724
2042,Kit Carson,8976.48935841928
2042,La Plata,86379.4696367733
2042,Lake,9479.62904563045
2042,Larimer,496656.59846462
2042,Las Animas,13513.3086287066
2042,Lincoln,7778.11763648552
2042,Logan,27975.5869126789
2042,Mesa,218602.368951527
2042,Mineral,907.629668993165
2042,Moffat,13658.8845302294
2042,Montezuma,42297.5540367496
2042,Montrose,66416.2293946972
2042,Morgan,38438.7357262391
2042,Otero,16156.1120738583
2042,Ouray,5346.41383224994
2042,Park,24002.3093061844
2042,Phillips,4326.32015642797
2042,Pitkin,22132.4373076305
2042,Prowers,11602.909003631
2042,Pueblo,212605.933798918
2042,Rio Blanco,7144.81665477412
2042,Rio Grande,11517.791639463
2042,Routt,41150.5822549364
2042,Saguache,6650.98221277746
2042,San Juan,762.180657091936
2042,San Miguel,15146.8849409874
2042,Sedgwick,2301.79763180678
2042,Summit,47087.4093292824
2042,Teller,31721.2267983963
2042,Washington,4930.47135363774
2042,Weld,622920.748424425
2042,Yuma,11171.6574287429
2043,Adams,809022.90881546
2043,Alamosa,21570.9165145734
2043,Arapahoe,889091.087573024
2043,Archuleta,23299.7501705642
2043,Baca,3035.58036376498
2043,Bent,6464.80574251373
2043,Boulder,425825.129391265
2043,Broomfield,96912.2133938062
2043,Chaffee,25827.4662508344
2043,Cheyenne,1716.95614907475
2043,Clear Creek,11668.2842976437
2043,Conejos,8807.75478412341
2043,Costilla,3858.16095393179
2043,Crowley,7189.65944076829
2043,Custer,5626.49532683292
2043,Delta,39257.6659652853
2043,Denver,936244.148113933
2043,Dolores,2451.65903320204
2043,Douglas,470557.035482863
2043,Eagle,86614.9150077933
2043,El Paso,1003708.84651667
2043,Elbert,59099.9199368781
2043,Fremont,53882.1566736257
2043,Garfield,96016.8809653279
2043,Gilpin,6528.93381474517
2043,Grand,24774.6332172763
2043,Gunnison,21729.2615727348
2043,Hinsdale,1426.94784232684
2043,Huerfano,6180.32698731041
2043,Jackson,1292.00813490717
2043,Jefferson,685701.848589715
2043,Kiowa,1215.61339272771
2043,Kit Carson,9047.74888683801
2043,La Plata,87377.0236736199
2043,Lake,9534.68238704004
2043,Larimer,502628.731691861
2043,Las Animas,13475.0678650045
2043,Lincoln,7867.62273405129
2043,Logan,28172.9689462943
2043,Mesa,221559.289676554
2043,Mineral,913.216795074531
2043,Moffat,13681.2077373599
2043,Montezuma,42897.2443070216
2043,Montrose,67442.9357219162
2043,Morgan,38962.530523709
2043,Otero,16048.1188110577
2043,Ouray,5369.92808660438
2043,Park,24002.6766800223
2043,Phillips,4329.14638122364
2043,Pitkin,22268.6222384383
2043,Prowers,11582.989370616
2043,Pueblo,214132.400600227
2043,Rio Blanco,7175.10322741347
2043,Rio Grande,11527.5929203133
2043,Routt,41770.1286088013
2043,Saguache,6650.80098074883
2043,San Juan,762.47212535538
2043,San Miguel,15422.2197660946
2043,Sedgwick,2304.50025913665
2043,Summit,47689.750728072
2043,Teller,31910.0089307095
2043,Washington,4911.69269426085
