"Year","County","PercentChangeSince2017"
2033,Eagle,34.7252
2033,El Paso,27.0693
2033,Elbert,79.7811
2033,Fremont,5.9996
2033,Garfield,35.7591
2033,Gilpin,5.4701
2033,Grand,35.0201
2033,Gunnison,19.7080
2033,Hinsdale,44.2294
2033,Huerfano,-1.7455
2033,Jackson,-2.1541
2033,Jefferson,13.9131
2033,Kiowa,-5.3355
2033,Kit Carson,8.8066
2033,La Plata,34.5812
2033,Lake,15.3236
2033,Larimer,28.7201
2033,Las Animas,-1.6246
2033,Lincoln,23.6165
2033,Logan,17.0183
2033,Mesa,25.5086
2033,Mineral,15.3068
2033,Moffat,2.6209
2033,Montezuma,34.3427
2033,Montrose,34.4628
2033,Morgan,19.2908
2033,Otero,-6.1888
2033,Ouray,6.5028
2033,Park,29.4218
2033,Phillips,1.3603
2033,Pitkin,15.3418
2033,Prowers,-0.6319
2033,Pueblo,17.9497
2033,Rio Blanco,5.2507
2033,Rio Grande,0.1850
2033,Routt,39.8374
2033,Saguache,3.2419
2033,San Juan,6.5070
2033,San Miguel,52.1640
2033,Sedgwick,-3.5284
2033,Summit,33.8888
2033,Teller,21.3972
2033,Washington,4.2640
2033,Weld,64.0203
2033,Yuma,6.7842
2034,Adams,38.5507
2034,Alamosa,20.8642
2034,Arapahoe,26.7697
2034,Archuleta,43.7794
2034,Baca,-10.2790
2034,Bent,11.1406
2034,Boulder,20.7414
2034,Broomfield,41.7933
2034,Chaffee,23.9652
2034,Cheyenne,-2.3605
2034,Clear Creek,13.3453
2034,Conejos,5.6604
2034,Costilla,1.8262
2034,Crowley,22.9186
2034,Custer,12.7346
2034,Delta,15.5263
2034,Denver,27.1589
2034,Dolores,10.4004
2034,Douglas,29.9880
2034,Eagle,37.2081
2034,El Paso,28.7607
2034,Elbert,84.5003
2034,Fremont,6.7403
2034,Garfield,38.1899
2034,Gilpin,6.1870
2034,Grand,37.7432
2034,Gunnison,20.8992
2034,Hinsdale,47.7552
2034,Huerfano,-2.1070
2034,Jackson,-2.3438
2034,Jefferson,14.5010
2034,Kiowa,-5.8694
2034,Kit Carson,9.6670
2034,La Plata,36.5758
2034,Lake,16.4820
2034,Larimer,30.4208
2034,Las Animas,-1.8561
2034,Lincoln,25.0912
2034,Logan,17.9935
2034,Mesa,27.5958
2034,Mineral,15.8215
2034,Moffat,2.8111
2034,Montezuma,36.5524
2034,Montrose,37.1000
2034,Morgan,20.8870
2034,Otero,-6.8548
2034,Ouray,6.6915
2034,Park,30.9592
2034,Phillips,1.3088
2034,Pitkin,16.3477
2034,Prowers,-0.8226
2034,Pueblo,19.0783
2034,Rio Blanco,5.7542
2034,Rio Grande,0.2287
2034,Routt,42.7152
2034,Saguache,3.2099
2034,San Juan,6.7164
2034,San Miguel,55.6525
2034,Sedgwick,-3.8728
2034,Summit,35.9345
2034,Teller,22.3047
2034,Washington,3.8753
2034,Weld,68.5470
2034,Yuma,7.1869
2035,Adams,40.8322
2035,Alamosa,22.1450
2035,Arapahoe,28.2987
2035,Archuleta,47.5513
2035,Baca,-10.8102
2035,Bent,11.4978
2035,Boulder,21.9365
2035,Broomfield,41.9970
2035,Chaffee,25.1270
2035,Cheyenne,-2.9025
2035,Clear Creek,14.4361
2035,Conejos,6.0957
2035,Costilla,1.9152
2035,Crowley,24.5475
2035,Custer,13.6484
2035,Delta,17.0187
2035,Denver,28.0476
2035,Dolores,11.3821
2035,Douglas,31.4931
2035,Eagle,39.6546
2035,El Paso,30.4264
2035,Elbert,89.1374
2035,Fremont,7.4766
2035,Garfield,40.5969
2035,Gilpin,6.9204
2035,Grand,40.4450
2035,Gunnison,22.0820
2035,Hinsdale,51.3232
2035,Huerfano,-2.5564
2035,Jackson,-2.5291
2035,Jefferson,15.0580
2035,Kiowa,-6.3996
2035,Kit Carson,10.5476
2035,La Plata,38.5588
2035,Lake,17.6496
2035,Larimer,32.1092
2035,Las Animas,-2.1040
2035,Lincoln,26.9518
2035,Logan,18.9571
2035,Mesa,29.6760
2035,Mineral,16.6284
2035,Moffat,2.9878
2035,Montezuma,38.7576
2035,Montrose,39.7190
2035,Morgan,22.5838
2035,Otero,-7.5150
2035,Ouray,6.9353
2035,Park,32.3563
2035,Phillips,1.3215
2035,Pitkin,17.3317
2035,Prowers,-1.0176
2035,Pueblo,20.1867
2035,Rio Blanco,6.2639
2035,Rio Grande,0.2743
2035,Routt,45.5379
2035,Saguache,3.1763
2035,San Juan,6.9399
2035,San Miguel,59.1854
2035,Sedgwick,-4.0006
2035,Summit,37.9762
2035,Teller,23.1809
2035,Washington,3.4720
2035,Weld,73.0956
2035,Yuma,7.6004
2036,Adams,43.0995
2036,Alamosa,23.4378
2036,Arapahoe,29.8876
2036,Archuleta,51.2576
2036,Baca,-11.3217
2036,Bent,11.8487
2036,Boulder,23.1125
2036,Broomfield,42.1205
2036,Chaffee,26.1887
2036,Cheyenne,-3.4508
2036,Clear Creek,15.5344
2036,Conejos,6.5269
2036,Costilla,2.0169
2036,Crowley,26.1002
2036,Custer,14.5479
2036,Delta,18.4837
2036,Denver,28.8298
2036,Dolores,12.3857
2036,Douglas,32.9492
2036,Eagle,42.0640
2036,El Paso,32.0756
2036,Elbert,93.6874
2036,Fremont,8.2036
2036,Garfield,42.9794
2036,Gilpin,7.3282
2036,Grand,43.1219
2036,Gunnison,23.2564
2036,Hinsdale,54.9213
2036,Huerfano,-3.0933
2036,Jackson,-2.7132
2036,Jefferson,15.5835
2036,Kiowa,-6.9185
2036,Kit Carson,11.4422
2036,La Plata,40.4902
2036,Lake,18.8178
2036,Larimer,33.7839
2036,Las Animas,-2.3670
2036,Lincoln,28.6553
2036,Logan,19.9083
2036,Mesa,31.7450
2036,Mineral,17.3143
2036,Moffat,3.1540
2036,Montezuma,40.9587
2036,Montrose,42.3168
2036,Morgan,24.2865
2036,Otero,-8.1685
2036,Ouray,6.9827
2036,Park,33.6106
2036,Phillips,1.2075
2036,Pitkin,18.1805
2036,Prowers,-1.2171
2036,Pueblo,21.2727
2036,Rio Blanco,6.7762
2036,Rio Grande,0.3223
2036,Routt,48.3008
2036,Saguache,3.1414
2036,San Juan,7.1747
2036,San Miguel,62.6975
2036,Sedgwick,-4.2637
2036,Summit,40.0044
2036,Teller,24.0286
2036,Washington,3.0549
2036,Weld,77.6645
2036,Yuma,7.9736
2037,Adams,45.3530
2037,Alamosa,24.7296
2037,Arapahoe,31.4622
2037,Archuleta,55.0258
2037,Baca,-11.8099
2037,Bent,12.1956
2037,Boulder,24.2696
2037,Broomfield,42.1710
2037,Chaffee,27.2328
2037,Cheyenne,-4.0015
2037,Clear Creek,16.6401
2037,Conejos,6.9568
2037,Costilla,2.1340
2037,Crowley,27.6550
2037,Custer,15.4361
2037,Delta,19.9418
2037,Denver,29.5624
2037,Dolores,13.4045
2037,Douglas,34.3504
2037,Eagle,44.4383
2037,El Paso,33.7071
2037,Elbert,98.1569
2037,Fremont,8.9286
2037,Garfield,45.3450
2037,Gilpin,7.7472
2037,Grand,45.7738
2037,Gunnison,24.4234
2037,Hinsdale,58.5480
2037,Huerfano,-3.6356
2037,Jackson,-2.8970
2037,Jefferson,16.0828
2037,Kiowa,-7.4238
2037,Kit Carson,12.3459
2037,La Plata,42.4006
2037,Lake,19.9783
2037,Larimer,35.4493
2037,Las Animas,-2.6399
2037,Lincoln,30.2916
2037,Logan,20.8481
2037,Mesa,33.8001
2037,Mineral,17.8853
2037,Moffat,3.3113
2037,Montezuma,43.1568
2037,Montrose,44.8932
2037,Morgan,26.0858
2037,Otero,-8.8106
2037,Ouray,7.1888
2037,Park,34.6236
2037,Phillips,1.2873
2037,Pitkin,18.9594
2037,Prowers,-1.4159
2037,Pueblo,22.3369
2037,Rio Blanco,7.2864
2037,Rio Grande,0.3750
2037,Routt,51.0029
2037,Saguache,3.1074
2037,San Juan,7.4236
2037,San Miguel,66.1862
2037,Sedgwick,-4.3593
2037,Summit,42.0380
2037,Teller,24.8472
2037,Washington,2.6279
2037,Weld,82.1038
2037,Yuma,8.4438
2038,Adams,47.5922
2038,Alamosa,26.0099
2038,Arapahoe,33.0228
2038,Archuleta,58.7470
2038,Baca,-12.2779
2038,Bent,12.5378
2038,Boulder,25.4068
2038,Broomfield,42.1558
2038,Chaffee,28.2605
2038,Cheyenne,-4.5532
2038,Clear Creek,17.7505
2038,Conejos,7.3810
2038,Costilla,2.2691
2038,Crowley,29.2114
2038,Custer,16.3160
2038,Delta,21.3973
2038,Denver,30.2499
2038,Dolores,14.4329
2038,Douglas,35.6326
2038,Eagle,46.7744
2038,El Paso,35.3217
2038,Elbert,102.5506
2038,Fremont,9.6520
2038,Garfield,47.6968
2038,Gilpin,8.1761
2038,Grand,48.3995
2038,Gunnison,25.5821
2038,Hinsdale,62.1953
2038,Huerfano,-4.1794
2038,Jackson,-3.0863
2038,Jefferson,16.5566
2038,Kiowa,-7.9040
2038,Kit Carson,13.2556
2038,La Plata,44.2702
2038,Lake,21.0210
2038,Larimer,37.1038
2038,Las Animas,-2.9191
2038,Lincoln,31.9345
2038,Logan,21.7754
2038,Mesa,35.8390
2038,Mineral,19.0279
2038,Moffat,3.4635
2038,Montezuma,45.3520
2038,Montrose,47.4465
2038,Morgan,27.8927
2038,Otero,-9.4434
2038,Ouray,7.3454
2038,Park,35.3964
2038,Phillips,1.3006
2038,Pitkin,19.7498
2038,Prowers,-1.6113
2038,Pueblo,23.3799
2038,Rio Blanco,7.7910
2038,Rio Grande,0.4319
2038,Routt,53.6434
2038,Saguache,3.0757
2038,San Juan,7.6874
2038,San Miguel,69.6495
2038,Sedgwick,-4.4133
2038,Summit,44.0709
2038,Teller,25.6411
2038,Washington,2.1956
2038,Weld,86.5604
2038,Yuma,8.7741
2039,Adams,49.8171
2039,Alamosa,27.2821
2039,Arapahoe,34.3300
2039,Archuleta,62.4953
2039,Baca,-12.7257
2039,Bent,12.8738
2039,Boulder,26.5235
2039,Broomfield,42.0838
2039,Chaffee,29.2724
2039,Cheyenne,-5.1063
2039,Clear Creek,18.8657
2039,Conejos,7.7961
2039,Costilla,2.4218
2039,Crowley,30.7694
2039,Custer,17.1859
2039,Delta,22.8201
2039,Denver,30.8966
2039,Dolores,15.4664
2039,Douglas,36.8232
2039,Eagle,49.0767
2039,El Paso,36.9191
2039,Elbert,106.8675
2039,Fremont,10.3742
2039,Garfield,50.0377
2039,Gilpin,8.4413
2039,Grand,51.0005
2039,Gunnison,26.7317
2039,Hinsdale,65.8570
2039,Huerfano,-4.7235
2039,Jackson,-3.2760
2039,Jefferson,17.0071
2039,Kiowa,-8.3584
2039,Kit Carson,14.1645
2039,La Plata,46.1384
2039,Lake,21.9352
2039,Larimer,38.7502
2039,Las Animas,-3.2021
2039,Lincoln,33.7116
2039,Logan,22.6922
2039,Mesa,37.8607
2039,Mineral,19.9260
2039,Moffat,3.6138
2039,Montezuma,47.5446
2039,Montrose,49.9758
2039,Morgan,29.7040
2039,Otero,-10.0665
2039,Ouray,7.5177
2039,Park,35.9295
2039,Phillips,1.0864
2039,Pitkin,20.5780
2039,Prowers,-1.8032
2039,Pueblo,24.4021
2039,Rio Blanco,8.2851
2039,Rio Grande,0.4943
2039,Routt,56.2205
2039,Saguache,3.0463
2039,San Juan,7.9642
2039,San Miguel,73.0854
2039,Sedgwick,-4.7812
2039,Summit,46.1015
2039,Teller,26.4152
2039,Washington,1.7638
2039,Weld,91.0008
2039,Yuma,9.2119
2040,Adams,52.0281
2040,Alamosa,28.5459
2040,Arapahoe,35.6168
2040,Archuleta,66.1996
2040,Baca,-13.1554
2040,Bent,13.2064
2040,Boulder,27.6201
2040,Broomfield,41.9623
2040,Chaffee,30.2696
2040,Cheyenne,-5.6643
2040,Clear Creek,19.9875
2040,Conejos,8.2005
2040,Costilla,2.5948
2040,Crowley,32.3316
2040,Custer,18.0466
2040,Delta,24.2509
2040,Denver,31.5064
2040,Dolores,16.5011
2040,Douglas,37.9212
2040,Eagle,51.3467
2040,El Paso,38.5000
2040,Elbert,111.1102
2040,Fremont,11.0952
2040,Garfield,52.3699
2040,Gilpin,8.7104
2040,Grand,53.5782
2040,Gunnison,27.8689
2040,Hinsdale,69.5398
2040,Huerfano,-5.2639
2040,Jackson,-3.4665
2040,Jefferson,17.4363
2040,Kiowa,-8.7827
2040,Kit Carson,15.0752
2040,La Plata,47.9585
2040,Lake,22.7672
2040,Larimer,40.4488
2040,Las Animas,-3.4859
2040,Lincoln,35.3122
2040,Logan,23.6008
2040,Mesa,39.8644
2040,Mineral,20.5792
2040,Moffat,3.7675
2040,Montezuma,49.7364
2040,Montrose,52.4822
2040,Morgan,31.5221
2040,Otero,-10.6804
2040,Ouray,7.9333
2040,Park,36.2248
2040,Phillips,1.0812
2040,Pitkin,21.3700
2040,Prowers,-1.9897
2040,Pueblo,25.4048
2040,Rio Blanco,8.7713
2040,Rio Grande,0.5637
2040,Routt,58.7357
2040,Saguache,3.0213
2040,San Juan,8.2552
2040,San Miguel,76.4946
2040,Sedgwick,-4.7256
2040,Summit,48.1257
2040,Teller,27.1765
2040,Washington,1.3394
2040,Weld,95.4249
2040,Yuma,9.5293
2041,Adams,54.2259
2041,Alamosa,29.8001
2041,Arapahoe,36.6441
2041,Archuleta,69.8776
2041,Baca,-13.5706
2041,Bent,13.5374
2041,Boulder,28.6961
2041,Broomfield,41.7988
2041,Chaffee,31.2543
2041,Cheyenne,-6.2293
2041,Clear Creek,21.1173
2041,Conejos,8.5930
2041,Costilla,2.7878
2041,Crowley,33.8010
2041,Custer,18.9019
2041,Delta,25.6665
2041,Denver,32.0764
2041,Dolores,17.5329
2041,Douglas,38.9271
2041,Eagle,53.5804
2041,El Paso,40.0505
2041,Elbert,115.2834
2041,Fremont,11.8174
2041,Garfield,54.6932
2041,Gilpin,8.9797
2041,Grand,56.1351
2041,Gunnison,28.9926
2041,Hinsdale,73.2420
2041,Huerfano,-5.7987
2041,Jackson,-3.6554
2041,Jefferson,17.8464
2041,Kiowa,-9.1703
2041,Kit Carson,15.9912
2041,La Plata,49.7579
2041,Lake,23.5648
2041,Larimer,42.2017
2041,Las Animas,-3.7673
2041,Lincoln,36.9133
2041,Logan,24.5014
2041,Mesa,41.8496
2041,Mineral,21.2622
2041,Moffat,3.9263
2041,Montezuma,51.9285
2041,Montrose,54.9658
2041,Morgan,33.3474
2041,Otero,-11.2847
2041,Ouray,8.3695
2041,Park,36.2840
2041,Phillips,1.0986
2041,Pitkin,22.1515
2041,Prowers,-2.1693
2041,Pueblo,26.3588
2041,Rio Blanco,9.2497
2041,Rio Grande,0.6391
2041,Routt,61.2331
2041,Saguache,3.0028
2041,San Juan,8.2747
2041,San Miguel,79.8779
2041,Sedgwick,-4.6503
2041,Summit,50.1240
2041,Teller,27.9331
2041,Washington,0.9271
2041,Weld,99.8663
2041,Yuma,9.8423
2042,Adams,56.5141
2042,Alamosa,31.0421
2042,Arapahoe,37.0829
2042,Archuleta,73.5281
2042,Baca,-13.9725
2042,Bent,13.8690
2042,Boulder,29.7488
2042,Broomfield,41.5988
2042,Chaffee,32.2272
2042,Cheyenne,-6.8033
2042,Clear Creek,22.2538
2042,Conejos,8.9684
2042,Costilla,2.9970
2042,Crowley,35.2737
2042,Custer,19.7554
2042,Delta,27.0660
2042,Denver,32.6049
2042,Dolores,18.5593
2042,Douglas,39.8405
2042,Eagle,55.7751
2042,El Paso,41.5834
2042,Elbert,119.3892
2042,Fremont,12.5415
2042,Garfield,57.0030
2042,Gilpin,9.2444
2042,Grand,58.6686
2042,Gunnison,29.9167
2042,Hinsdale,76.3434
2042,Huerfano,-6.3266
2042,Jackson,-3.8470
2042,Jefferson,18.2020
2042,Kiowa,-9.5207
2042,Kit Carson,16.9117
2042,La Plata,51.5320
2042,Lake,24.3252
2042,Larimer,43.9438
2042,Las Animas,-4.0461
2042,Lincoln,38.5108
2042,Logan,25.3930
2042,Mesa,43.8145
2042,Mineral,21.9760
2042,Moffat,4.0902
2042,Montezuma,54.1165
2042,Montrose,57.4243
2042,Morgan,35.1794
2042,Otero,-11.8815
2042,Ouray,8.8250
2042,Park,36.3120
2042,Phillips,1.1380
2042,Pitkin,22.9183
2042,Prowers,-2.3428
2042,Pueblo,27.2918
2042,Rio Blanco,9.7206
2042,Rio Grande,0.7188
2042,Routt,63.7119
2042,Saguache,2.9899
2042,San Juan,8.3066
2042,San Miguel,83.2333
2042,Sedgwick,-4.5556
2042,Summit,52.0944
2042,Teller,28.6870
2042,Washington,0.5264
2042,Weld,104.3683
2042,Yuma,10.1482
2043,Adams,58.7959
2043,Alamosa,32.2719
2043,Arapahoe,37.4759
2043,Archuleta,77.1539
2043,Baca,-14.3605
2043,Bent,14.2037
2043,Boulder,30.7789
2043,Broomfield,41.3700
2043,Chaffee,33.1916
2043,Cheyenne,-7.3846
2043,Clear Creek,23.3994
2043,Conejos,9.3285
2043,Costilla,3.2234
2043,Crowley,36.7527
2043,Custer,20.6115
2043,Delta,28.4517
2043,Denver,33.0909
2043,Dolores,19.5810
2043,Douglas,40.6641
2043,Eagle,57.9357
2043,El Paso,43.1000
2043,Elbert,123.4332
2043,Fremont,13.2690
2043,Garfield,59.3072
2043,Gilpin,9.5035
2043,Grand,61.1808
2043,Gunnison,30.8254
2043,Hinsdale,79.4544
2043,Huerfano,-6.8429
2043,Jackson,-4.0398
2043,Jefferson,18.5050
2043,Kiowa,-9.8371
2043,Kit Carson,17.8398
2043,La Plata,53.2820
2043,Lake,25.0472
2043,Larimer,45.6747
2043,Las Animas,-4.3176
2043,Lincoln,40.1047
2043,Logan,26.2778
2043,Mesa,45.7598
2043,Mineral,22.7268
2043,Moffat,4.2603
2043,Montezuma,56.3016
2043,Montrose,59.8579
2043,Morgan,37.0214
2043,Otero,-12.4705
2043,Ouray,9.3036
2043,Park,36.3141
2043,Phillips,1.2041
2043,Pitkin,23.6746
2043,Prowers,-2.5105
2043,Pueblo,28.2058
2043,Rio Blanco,10.1857
2043,Rio Grande,0.8045
2043,Routt,66.1767
2043,Saguache,2.9871
2043,San Juan,8.3480
2043,San Miguel,86.5641
2043,Sedgwick,-4.4435
2043,Summit,54.0399
2043,Teller,29.4529
2043,Washington,0.1435
2043,Weld,108.8833
2043,Yuma,10.4499
2044,Adams,61.0730
2044,Alamosa,33.4894
2044,Arapahoe,37.8240
2044,Archuleta,80.7575
2044,Baca,-14.7332
2044,Bent,14.5432
2044,Boulder,31.7874
2044,Broomfield,41.1194
2044,Chaffee,34.1516
2044,Cheyenne,-7.9719
2044,Clear Creek,24.5543
2044,Conejos,9.6760
2044,Costilla,3.4661
2044,Crowley,38.2403
2044,Custer,21.4740
2044,Delta,29.8248
2044,Denver,33.5345
2044,Dolores,20.5952
2044,Douglas,41.4020
2044,Eagle,60.0600
2044,El Paso,44.6029
2044,Elbert,127.4209
2044,Fremont,14.0011
2044,Garfield,61.6090
2044,Gilpin,9.7556
2044,Grand,63.6736
2044,Gunnison,31.7192
2044,Hinsdale,82.5802
2044,Huerfano,-7.3442
2044,Jackson,-4.2302
2044,Jefferson,18.7575
2044,Kiowa,-10.1231
2044,Kit Carson,18.7795
2044,La Plata,55.0077
2044,Lake,25.7337
2044,Larimer,47.3939
2044,Las Animas,-4.5811
2044,Lincoln,41.6930
2044,Logan,27.1556
2044,Mesa,47.6864
2044,Mineral,23.5144
2044,Moffat,4.4378
2044,Montezuma,58.4858
2044,Montrose,62.2680
2044,Morgan,38.8749
2044,Otero,-13.0541
2044,Ouray,9.8071
2044,Park,36.2941
2044,Phillips,1.2950
2044,Pitkin,24.4277
2044,Prowers,-2.6745
2044,Pueblo,29.1017
2044,Rio Blanco,10.6450
2044,Rio Grande,0.8960
2044,Routt,68.6281
2044,Saguache,2.9969
2044,San Juan,8.4020
2044,San Miguel,89.8715
2044,Sedgwick,-4.3158
2044,Summit,55.9682
2044,Teller,30.2213
2044,Washington,-0.2216
2044,Weld,113.4116
2044,Yuma,10.7462
2045,Adams,63.3472
2045,Alamosa,34.6913
2045,Arapahoe,38.1294
2045,Archuleta,84.3428
2045,Baca,-15.0958
2045,Bent,14.8901
2045,Boulder,32.7769
2045,Broomfield,40.8525
2045,Chaffee,35.1110
2045,Cheyenne,-8.5632
2045,Clear Creek,25.7173
2045,Conejos,10.0131
2045,Costilla,3.7251
2045,Crowley,39.7412
2045,Custer,22.3514
2045,Delta,31.1858
2045,Denver,33.9367
2045,Dolores,21.6043
2045,Douglas,42.0598
2045,Eagle,62.1515
2045,El Paso,46.0961
2045,Elbert,131.3586
2045,Fremont,14.7393
2045,Garfield,63.9092
2045,Gilpin,10.0001
2045,Grand,66.1486
2045,Gunnison,32.6010
2045,Hinsdale,85.1027
2045,Huerfano,-7.8232
2045,Jackson,-4.4137
2045,Jefferson,18.9976
2045,Kiowa,-10.3826
2045,Kit Carson,19.7372
2045,La Plata,56.7099
2045,Lake,26.3897
2045,Larimer,49.1031
2045,Las Animas,-4.8328
2045,Lincoln,43.2754
2045,Logan,28.0267
2045,Mesa,49.5965
2045,Mineral,24.3357
2045,Moffat,4.6226
2045,Montezuma,60.6746
2045,Montrose,64.6565
2045,Morgan,40.7403
2045,Otero,-13.6347
2045,Ouray,10.3374
2045,Park,36.2568
2045,Phillips,1.4093
2045,Pitkin,25.1771
2045,Prowers,-2.8363
2045,Pueblo,29.9818
2045,Rio Blanco,11.0972
2045,Rio Grande,0.9940
2045,Routt,71.0646
2045,Saguache,3.0177
2045,San Juan,8.4732
2045,San Miguel,93.1552
2045,Sedgwick,-4.1722
2045,Summit,57.8883
2045,Teller,31.0044
2045,Washington,-0.5700
2045,Weld,117.9545
2045,Yuma,11.0366
2046,Adams,65.6200
2046,Alamosa,35.8829
2046,Arapahoe,38.3952
2046,Archuleta,87.9107
2046,Baca,-15.4518
2046,Bent,15.2433
2046,Boulder,33.7503
2046,Broomfield,40.5739
2046,Chaffee,36.0733
2046,Cheyenne,-9.1565
2046,Clear Creek,26.8878
2046,Conejos,10.3444
2046,Costilla,4.0016
2046,Crowley,41.2562
2046,Custer,23.2520
2046,Delta,32.5355
2046,Denver,34.3020
2046,Dolores,22.6107
2046,Douglas,42.6430
2046,Eagle,64.2186
2046,El Paso,47.5815
2046,Elbert,135.2516
2046,Fremont,15.4864
2046,Garfield,66.2081
2046,Gilpin,10.2362
2046,Grand,68.6081
2046,Gunnison,33.4716
2046,Hinsdale,87.6307
2046,Huerfano,-8.2776
2046,Jackson,-4.5831
2046,Jefferson,19.2284
2046,Kiowa,-10.6240
2046,Kit Carson,20.7168
2046,La Plata,58.3879
2046,Lake,27.0213
2046,Larimer,50.8034
2046,Las Animas,-5.0738
2046,Lincoln,44.8514
2046,Logan,28.8912
2046,Mesa,50.8276
2046,Mineral,25.1900
2046,Moffat,4.8144
2046,Montezuma,62.8721
2046,Montrose,67.0251
2046,Morgan,42.6184
2046,Otero,-14.2138
2046,Ouray,10.8930
2046,Park,36.2061
2046,Phillips,1.5454
2046,Pitkin,25.9232
2046,Prowers,-2.9997
2046,Pueblo,30.8485
2046,Rio Blanco,11.5424
2046,Rio Grande,1.0970
2046,Routt,73.4852
2046,Saguache,3.0484
2046,San Juan,8.5600
2046,San Miguel,96.4142
2046,Sedgwick,-4.0185
2046,Summit,59.8019
2046,Teller,31.7917
2046,Washington,-0.9037
2046,Weld,122.5132
2046,Yuma,11.3204
2047,Adams,67.8929
2047,Alamosa,37.0707
2047,Arapahoe,38.6239
2047,Archuleta,91.4623
2047,Baca,-15.8017
2047,Bent,15.6041
2047,Boulder,34.7108
2047,Broomfield,40.2878
2047,Chaffee,37.0400
2047,Cheyenne,-9.7485
2047,Clear Creek,28.0658
2047,Conejos,10.6733
2047,Costilla,4.2957
2047,Crowley,42.7863
2047,Custer,24.1848
2047,Delta,33.8747
2047,Denver,34.6388
2047,Dolores,23.6196
2047,Douglas,43.1567
2047,Eagle,66.2576
2047,El Paso,49.0612
2047,Elbert,139.1044
2047,Fremont,16.2428
2047,Garfield,68.5059
2047,Gilpin,10.4655
2047,Grand,71.0519
2047,Gunnison,34.3309
2047,Hinsdale,90.1663
2047,Huerfano,-8.7069
2047,Jackson,-4.7310
2047,Jefferson,19.4522
2047,Kiowa,-10.8493
2047,Kit Carson,21.7236
2047,La Plata,60.0441
2047,Lake,27.6347
2047,Larimer,52.4968
2047,Las Animas,-5.3040
2047,Lincoln,46.4199
2047,Logan,29.7500
2047,Mesa,52.0435
2047,Mineral,26.0735
2047,Moffat,5.0156
2047,Montezuma,65.0826
2047,Montrose,69.3751
2047,Morgan,44.5108
2047,Otero,-14.7929
2047,Ouray,11.4727
2047,Park,35.9444
2047,Phillips,1.6980
2047,Pitkin,26.6670
2047,Prowers,-3.1673
2047,Pueblo,31.7037
2047,Rio Blanco,11.9802
2047,Rio Grande,1.2050
2047,Routt,75.8888
2047,Saguache,3.0897
2047,San Juan,8.6598
2047,San Miguel,99.6487
2047,Sedgwick,-3.8557
2047,Summit,61.7117
2047,Teller,32.5885
2047,Washington,-1.2244
2047,Weld,127.0886
2047,Yuma,11.5967
2048,Adams,70.1660
2048,Alamosa,38.2566
2048,Arapahoe,38.8181
2048,Archuleta,94.9967
2048,Baca,-16.1452
2048,Bent,15.9702
2048,Boulder,35.6600
2048,Broomfield,39.9964
2048,Chaffee,38.0125
2048,Cheyenne,-10.3367
2048,Clear Creek,29.2493
2048,Conejos,11.0036
2048,Costilla,4.6029
2048,Crowley,44.3317
2048,Custer,25.1521
2048,Delta,35.2033
2048,Denver,34.9463
2048,Dolores,24.6337
2048,Douglas,43.6054
2048,Eagle,68.2739
2048,El Paso,50.5355
2048,Elbert,142.9211
2048,Fremont,17.0078
2048,Garfield,70.8012
2048,Gilpin,10.6869
2048,Grand,73.4801
2048,Gunnison,35.1783
2048,Hinsdale,92.7082
2048,Huerfano,-9.1082
2048,Jackson,-4.8580
2048,Jefferson,19.6701
2048,Kiowa,-11.0637
2048,Kit Carson,22.7632
2048,La Plata,61.6800
2048,Lake,28.2354
2048,Larimer,54.1835
2048,Las Animas,-5.5235
2048,Lincoln,47.9800
2048,Logan,30.6024
2048,Mesa,53.2456
2048,Mineral,26.9812
2048,Moffat,5.2262
2048,Montezuma,67.3087
2048,Montrose,71.7062
2048,Morgan,46.4180
2048,Otero,-15.3737
2048,Ouray,12.0740
2048,Park,35.6768
2048,Phillips,1.8617
2048,Pitkin,27.4085
2048,Prowers,-3.3408
2048,Pueblo,32.5489
2048,Rio Blanco,12.4120
2048,Rio Grande,1.3145
2048,Routt,78.2749
2048,Saguache,3.1364
2048,San Juan,8.7621
2048,San Miguel,102.8575
2048,Sedgwick,-3.6857
2048,Summit,63.6155
2048,Teller,33.3921
2048,Washington,-1.5352
2048,Weld,131.6809
2048,Yuma,11.8639
2049,Adams,72.4411
2049,Alamosa,39.4423
2049,Arapahoe,38.9826
2049,Archuleta,98.5175
2049,Baca,-16.4835
2049,Bent,16.3430
2049,Boulder,36.6025
2049,Broomfield,39.7021
2049,Chaffee,38.9929
2049,Cheyenne,-10.9162
2049,Clear Creek,30.4402
2049,Conejos,11.3388
2049,Costilla,4.9241
2049,Crowley,45.8954
2049,Custer,26.1564
2049,Delta,36.5238
2049,Denver,35.2225
2049,Dolores,25.6527
2049,Douglas,43.9950
2049,Eagle,70.2678
2049,El Paso,52.0063
2049,Elbert,146.7088
2049,Fremont,17.7846
2049,Garfield,73.0958
2049,Gilpin,10.9055
2049,Grand,75.8954
2049,Gunnison,36.0140
2049,Hinsdale,95.2632
2049,Huerfano,-9.4780
2049,Jackson,-4.9612
2049,Jefferson,19.8858
2049,Kiowa,-11.2743
2049,Kit Carson,23.8415
2049,La Plata,63.2993
2049,Lake,28.8293
2049,Larimer,55.8661
2049,Las Animas,-5.7292
2049,Lincoln,49.5323
2049,Logan,31.4506
